phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
AO L  |  AH V  |  DH OW Z  |  TH IH NG Z  |  DH AE T  |  W AH N  |  T AH Z  |  W IH DH  |  K IH D Z  | ,All of those things that one does with kids.,All of those things that one does with kids.,941.06,114,10
DH AE T  |  AA R AH T  |  G EH T IH NG  |  T AA T  |  AE T  |  HH OW M  | ,That oughta get him taught at home.,That aren't getting taught at home.,1221.71,98,9
DH AE T S  |  W AH T  |  DH EY  |  S EH D  | ,That's what they said.,That's what they said.,652.35,84,5
T AE S  |  Y IH R  |  AH V  |  EY T IY  |  W AH N  | ,Test year of 81.,Tax year of eighty one.,842.31,90,6
DH AE T S  |  AH  |  B IH G  |  K AH N S ER N  |  IH F  |  Y UW  |  L AY V  |  DH EH R  | ,That's a big concern if you live there.,That's a big concern if you live there.,793.37,108,9
S OW  |  DH AH  |  T EH K T ER  |  IH L EH K T AH D  |  T UW  |  HH AE V  |  HH ER  | ,So the doctor elected to have her.,So the doctor elected to have her.,725.09,104,8
D IH D  |  DH EY  |  M EY L  |  DH AE T  |  T UW  |  Y UW  | ,Did they mail that to you?,Did they mail that to you?,777.06,93,7
T IY M  |  W UH D  |  L AY K  |  T UW  |  T EY K  |  AA N  |  AH DH ER  |  ZH AA R W AH S  | ,Tim would like to take on other jobs.,Tim would like to take on other genres.,955.42,111,9
K AE N T  |  G IH V  |  AH P  |  AA N  |  IH T  | ,Can't give up on it.,Can't give up on it.,752.19,88,6
TH R UW  |  DH AH  |  N UW Z P EY P ER  |  R IH V UW V Z  | ,Through the newspaper reviews.,Through the newspaper reviews.,901.35,90,5
W IY  |  SH UH D  |  S IY  |  T UW  |  AW ER  |  OW N  |  L AY F  | ,We should see to our own life.,We should see to our own lives.,736.49,99,8
W AH T  |  HH AE V  |  Y UW  |  S IY N  | ,What have you seen?,What have you seen?,617.57,84,5
W AH T  |  D UW  |  Y UW  |  L AY K  |  T UW  |  D UW  |  DH IH S  |  T AY M  |  AH V  |  Y IH R  | ,What do you like to do this time of year?,What do you like to do this time of year.,809.68,115,11
SH IY  |  D IH D AH N T  |  AH N AW N S  |  DH AE T  |  T UW  |  Y UW  | ,She didn't announce that to you.,She didn't announce that to you.,784.66,99,7
AY  |  N EH V ER  |  IY V IH N  |  N UW  |  DH AE T  | ,I never even knew that.,I never even knew that.,699.89,90,6
DH EH R  |  W AA Z  |  W AH N  |  AH DH ER  |  P ER S AH N  |  M ER S AY D Z  |  M AY S EH L F,There was one other person besides myself.,There was one other person besides myself.,791.44,107,8
Y UW  |  D OW N T  |  HH AE V  |  T UW  |  HH AY D  |  IH T  |  IY DH ER  | ,You don't have to hide it either.,You don't have to hide it either.,756.39,101,8
N UW  |  Y UW  |  K AE N T  |  G EH T  |  AO L  |  AH V  |  AH S  | ,"No, you can't get all of us.",You can't get all of us.,885.53,98,9
AY  |  TH IH NG K  |  DH AH  |  N UW Z M AH N T  | ,I think the newsman.,I think the newsmen.,691.38,86,6
W IY  |  S IY  |  DH EH M  |  AE T  |  L IY S T  |  W AH N S  |  AH  |  W IY K  | ,We see them at least once a week.,We see them at least once a week.,788.74,109,9
DH AE T  |  W AA Z  |  AH  |  SH ER K ER  |  T UW  |  M IY  | ,That was a shocker to me.,That was a shocker to me.,894.28,94,8
IH T  |  K EY M  |  AW T  |  AY  |  G EH S  |  AH B AW T  |  AH  |  M AH N TH  | ,It came out I guess about a month.,It came out I guess about a month.,884.4,104,9
AY  |  S AO  |  AO L  |  S EH V AH N  |  G EY M Z  |  AH V  |  DH AE T  | ,I saw all seven games of that.,I saw all seven games of that.,826.27,100,8
DH AH  |  D IH S IH ZH AH N  |  W AA Z  |  N AA T  |  IY V IH N  |  K L OW S  | ,The decision was not even close.,The decision was not even close.,737.7,103,7
W IY  |  AO L W EY Z  |  S IY M  |  T UW  | ,We always seem to.,We always seem to.,724.91,86,5
DH AH  |  HH AW S  |  P EY M AH N T  | ,The house payment.,The house payment.,725.9,80,4
T EH T AH K AH L  |  D IH S IH ZH AH N  | ,Technical decision.,Tactical decision.,725.8,81,3
DH AE T S  |  W AH T S  |  HH AE P AH N IY  |  HH IY R  | ,That's what's happening here.,That's what's happening here.,1132.87,91,5
DH EY  |  HH AE V  |  AH  |  L AA T  |  AH V  |  K AE T AH L  |  IH N  |  DH AH  |  EH R IY AH  | ,They have a lot of cattle in the area.,They have a lot of cattle in the area.,810.96,112,10
DH AE T S  |  W AH N  |  AH V  |  DH AH  |  B IH G AH S T  |  W AH N Z  |  AY V  |  S IY N  | ,That's one of the biggest ones I've seen.,That's one of the biggest ones I've seen.,800.68,111,9
M AY  |  N EY M  |  IH Z  |  P AE T  |  CH AH N S AH N  |  AH N D  |  AY  |  L AY V  |  IH N  |  T EH K S AH S  | ,My name is Pat Johnson and I live in Texas.,My name is Pat Johnson and I live in Texas.,760.56,121,11
DH EY  |  K AE N  |  IH F  |  DH EY  |  W AA N T  |  T UW  | ,They can if they want to.,They can if they want to.,790.6,93,7
AH  |  AH  |  L IH B ER AH L  |  AA R T S  |  S K UW L  | ,A liberal arts school.,A liberal arts school.,699.01,91,5
IH N  |  DH AH  |  HH Y UW S T AH N  |  EH R IY AH  | ,In the Houston area.,In the Houston area.,819.92,88,5
W AH T  |  K AY N D  |  AH V  |  P AH P IY  |  Y UW  |  G AA T  | ,What kind of puppy you got?,What kind of puppy you got?,739.76,97,7
Y UW  |  AE K CH UW AH L IY  |  HH AE D  |  T W EH N T IH D  |  IH T  |  Y ER S EH L F  | ,You actually had to invent it yourself.,You actually hand quilted it yourself.,626.55,106,8
G AA T  |  IH N T UW  |  IH T  |  W EH N  |  AY  |  W AA Z  |  Y AH NG  | ,Got into it when I was young.,Got into it when I was young.,761.45,100,8
IH T S  |  D IH P R EH S IH NG  |  T UW  | ,It's depressing too.,It's depressing too.,689.14,82,4
DH EY  |  L AY V  |  W IH DH  |  AH S  | ,They live with us.,They live with us.,696.6,82,5
HH IY Z  |  JH AH S T  |  G UW V IH NG  |  AO F  |  L AY K  |  HH IY  |  AO L W EY Z  |  HH AE Z  | ,He's just goofing off like he always has.,He's just goofing off like he always has.,1400.51,114,11
IH T S  |  N AH TH IH NG  |  L AY K  |  W AH T  |  IH T  |  Y UW Z D  |  T UW  |  B IY  | ,It's nothing like what it used to be.,It's nothing like what it used to be.,1048.26,109,9
W IY  |  T R AY  |  T UW  |  D UW  |  W AH N  |  TH IH NG  |  W AH N S  |  AH  |  Y IH R  | ,We try to do one thing once a year.,We try to do one thing once a year.,712.67,111,10
Y UW  |  K AE N  |  K AH M  |  AH N D  |  G OW  |  HH AE Z  |  Y UW  |  P L EY S  | ,You can come and go as you please.,You can come and go as you please.,857.92,106,9
Y UW  |  JH AH S T  |  K AO L  |  HH IH M  |  D ER EH K T  | ,You just call him direct.,You just call him direct.,859.25,93,6
Y UW  |  K AE N  |  HH AE V  |  AH  |  V ER AY AH T IY  | ,You can have a variety.,You can have a variety.,613.25,91,6
Y UW  |  HH AE V  |  T UW  |  F L AY  |  TH R UW  | ,You have to fly through.,You have to fly through.,718.24,88,6
JH AH S T  |  DH AH  |  K R EH K AH N ER  |  CH EY N AH,Just the Krakkenor China.,Just the regular channel.,680.1,87,7
Y UW  |  D OW N T  |  F IY L  |  S UW P ER  |  K OW L D  | ,You don't feel super cold.,You don't feel super cold.,1009.44,93,6
W AH T  |  AA R  |  DH AH  |  P R AA M AH M Z  |  W IH DH  |  P AA B L IH K  |  EH N JH AH K EY SH AH N  | ,What are the problems with public education?,What are the problems with public education?,1239.33,114,8
Y UW  |  HH AE V  |  T UW  |  P EY  |  DH AH  |  IH N T AH R EH S T  | ,You have to pay the interest.,You have to pay the interest.,710.92,97,7
IH T S  |  JH AH S T  |  AH  |  M EH T ER  |  AH V  |  P AE S IH NG  |  DH AH  |  L AO  | ,It's just a matter of passing the law.,It's just a matter of passing the law.,820.74,108,9
Y UW  |  AA L IH T IY  |  D IH P AA R T IH  | ,Utility department.,Zoology department.,733.3,84,3
N AA T  |  DH AE T  |  SH IY  |  W IH L  |  R IH M EH M B ER  |  DH EH M  | ,Not that she will remember them.,Not that she will remember them.,808.22,100,7
IH T  |  D IH D AH N  |  M AE T ER  | ,It didn't matter.,It didn't matter.,617.23,80,4
DH AE T S  |  S T IH L  |  N AA T  |  IH N AH F S  |  F AO R  |  AH  |  T OW T AH L  | ,That's still not enough for a total.,That's still not enough for a total.,958.55,106,8
AY M  |  N AA T  |  S IY IH NG  |  DH AE T  |  DH EY  |  W ER  | ,I'm not saying that they were.,I'm not saying that they were.,791.16,95,7
P EY  |  AE N  |  IH K S AE K CH AH D  |  AH N D  |  Y UW  |  N OW  | ,Pay an exacted and you know.,Pay and exhaustion and you know.,742.04,97,8
AO L  |  M AY  |  AE N S  |  AH N D  |  AH L K ER Z,All my aunts and uncles.,All my aunts and uncles.,1021.15,87,8
AH  |  R EH S CH AH AA  |  DH AE T  |  EH M P L OY Z  |  M AE N ER AH T IY,A restaurant that employs minority.,A restaurant that employs minorities.,777.91,97,6
IH T S  |  JH AH S T  |  W AH N  |  S T AO R IY  | ,It's just one story.,It's just one story.,782.64,89,5
DH EH R  |  W AA Z  |  W AH N  |  P OY N T  |  AY  |  W AA Z  |  G OW IH NG  |  T UW  |  M EY K  | ,There was one point I was going to make.,There was one point I was going to make.,878.43,114,10
AY  |  HH AE V  |  F AO R  |  IH N D ER S IY  |  W EH N  |  AY  |  AY  |  IH N SH AH S T AH S IY  | ,I have poor energy when I am in custody.,I have more energy when I exercise.,753.72,113,10
P R AA B AH B IY  |  S EH V AH T IY  | ,Probably seventy.,Probably seventies.,794.88,81,3
HH IY Z  |  N AA T  |  DH AE T  |  OW L D  | ,He's not that old.,He's not that old.,698.19,85,5
HH IY Z  |  AE N  |  IH N D AO R  |  K AE T  | ,He's an indoor cat.,He's an indoor cat.,808.15,86,5
IH T S  |  AH  |  N AH B EH R  | ,It's a number.,It's a nightmare.,629.67,78,4
DH AE T  |  K AY N D  |  AH V  |  TH R UW  |  DH EH M  |  AH V  | ,That kind of threw them off.,That kind of threw them off.,667.34,95,7
AY M  |  M OW S T L IY  |  DH AH  |  IY Z IY  |  K UH K ER  | ,I'm mostly the easy cooker.,I'm mostly the easy cooker.,797.18,95,6
IH T S  |  N AA T  |  EH N IY TH IH NG  |  L AY K  |  K AH N Z AH Z  | ,It's not anything like Kansas.,It's not anything like Kansas.,729.77,97,6
W IY R  |  W IH TH IH N  |  W AO K IH NG  |  D IH S T AH Z  | ,We're within walking distance.,We're within walking distance.,745.24,92,5
AY  |  D OW N T  |  K EH R  |  F AO R  |  DH AE T  |  AE T  |  AO L  | ,I don't care for that at all.,I don't care for that at all.,4154.97,99,8
DH AE T S  |  AH  |  P R IH V AH S  |  T IH N ER EY SH AH N  | ,That's a previous generation.,That's a previous generation.,707.23,91,5
AY  |  G EH T  |  G R EY T  |  D IH S T AH Z  |  EH T IH NG  |  IH T  | ,I get great pleasure eating it.,I get great distance hitting it.,799.38,98,7
DH AH  |  K IH D Z  |  L AY K  |  T  |  T UW  |  G OW  | ,The kids like to go.,The kids like to go out.,756.96,92,6
AY  |  K AY N  |  IH T  |  R AY T  |  AE F T ER  |  HH AY  |  S K UW L  | ,I can eat right after high school.,I got it right after high school.,788.47,100,8
DH EH R  |  IH Z  |  S AH M  |  D EH F AH N AH T  |  S K AA R  |  IH N  |  HH ER  |  R IY B AO R  | ,There is some definite scar in her rebar.,There is some definite snark in her report.,746.81,113,10
AE Z  |  F AO R  |  AE Z  |  DH AE T  |  G OW Z  | ,As far as that goes.,As far as that goes.,1048.45,88,6
N AA T  |  IH T  |  T ER M Z  |  AH V  |  N AO R TH  |  AH N D  |  S AW TH  | ,Not in terms of north and south.,Not in terms of north and south.,671.64,102,8
HH IY  |  W AA Z  |  AH  |  K AH R IY  | ,He was a courier.,He was a courier.,679.28,84,5
HH IY R  |  IH N  |  IH N D AH K AH N AH N  |  W IY  |  P EY  | ,Here in Indonesia we pay.,Here in Indiana we pay.,752.39,95,6
W IY  |  D IH D AH N T  |  T UW  |  IH T  |  AE T  |  V EH R IY  |  M AH CH  | ,We didn't do it at very much.,We didn't do it very much.,812.28,104,8
IH T S  |  N AA T  |  AE T  |  AO L  |  EH N IY TH IH NG  |  W ER TH  |  T AO K IH NG  |  AH B AW T  | ,It's not at all anything worth talking about.,It's not at all anything worth talking about.,821.98,113,9
DH EY  |  K AE N  |  P R IH T IY  |  M AH CH  |  G EH T  |  EH V R IY B AA D IY  |  DH EH R  | ,They can pretty much get everybody there.,They can pretty much get everybody there.,754.19,111,8
HH AE V  |  DH EH R  |  P IH L IY Z  |  R AH B D  |  AH N D  |  EH V R IY TH IH NG  | ,Have their bellies rubbed and everything.,Have their bellies rubbed and everything.,794.91,105,8
AO B IY AH N S  |  D AW N  |  DH EH R  | ,Obedience down there.,Ambiance down there.,2056.36,82,6
G OW  |  OW V ER  |  DH EH R  | ,Go over there.,Go over there.,625.74,77,4
W AA Z  |  DH IH S  |  IH Z  |  IH N T AY R ER  |  F AE M AH L IY  | ,Was this his entire family?,Was this his entire family?,737.66,96,6
IH Z  |  SH IY  |  G OW IH NG  |  T UW  |  S T EY  |  HH OW M  | ,Is she going to stay home?,Is she going to stay home?,685.21,95,7
AY  |  L UH K  |  AE T  |  OW M IH NG  |  AE Z  |  AH  |  JH AA B  |  AO L S OW  | ,I look at owning as a job also.,I look at homemaking as a job also.,674.57,105,9
M AY  |  F AE M AH L IY Z  |  N AA T  |  V EH R IY  |  B IH G  | ,My family's not very big.,My family's not very big.,734.07,96,6
DH EY  |  AA R  |  N IH M P IH NG  |  AE T  |  T AY M Z  | ,They are napping at times.,They are tempting at times.,878.95,91,7
Y UW L  |  HH AE V  |  W AH N  |  AO R  |  T UW  |  DH AE T  |  AA R  |  G UH D  | ,You'll have one or two that are good.,You'll have one or two that are good.,927.46,105,9
B AH T  |  AH  |  K T R AE P  |  IH N  |  Y AO R  |  V UW IH NG  | ,But a trap in your viewing.,Put a cramp in your viewing.,804.33,96,7
DH AH  |  F AY N Z  |  AY  |  R IH L IY  |  T EY K IH NG  |  OW V ER  | ,The vines are really taking over.,The vines are really taking over.,879.97,98,7
G AH V AH N ER  |  DH AH  |  P IY P AH L  |  AH V  |  D IH T R OY T  |  D OW N T  |  F ER G EH T  | ,"Governor, the people of Detroit don't forget.","Governor, the people of Detroit don't forget.",835.15,113,9
S EY V AH N  |  AO R  |  S AH M TH IH NG  |  L AY K  |  DH AE T  | ,Seven or something like that.,Seven or something like that.,836.19,94,6
AY  |  HH AE V  |  AH  |  S T IH N D ER D  | ,I have a stinger.,I have a standard.,695.72,84,6
AY  |  D OW N T  |  W AA N T  |  EH N IY  |  IH N ER IH N SH T AH N S  | ,I don't want any interruptions.,I don't want any interruptions.,697.81,98,6
AE T  |  DH AE T S  |  K AY N D  |  AH V  |  DH AH  |  W EY  |  AY  |  W AA Z  |  R EY Z  | ,And that's kind of the way I was raised.,And that's kind of the way I was raised.,812.06,110,10
AY  |  L AH V  |  AO L  |  DH AH  |  W IH N D ER Z  |  DH AE T  |  DH EY  |  HH AE V  |  AW T  |  N AW  |  T UW  | ,I love all the flowers that they have out now too.,I love all the windows that they have out now too.,968.78,121,12
Y UW  |  N OW  |  AY  |  D OW N T  | ,You know I don't.,You know I don't.,788.69,81,5
IH T AH L  |  G OW  |  TH R UW  |  DH AH  |  L AA T  | ,It'll go through the lot.,It'll go through the slot.,691.33,89,7
AH  |  F AY N  |  P R AH F EH SH AH N  | ,A fine profession.,A fine profession.,654.58,81,4
AO L  |  DH AH  |  M AH N IY  | ,All the money.,All the money.,786.3,78,4
DH AH  |  TH IH NG  |  DH AE T  |  SH UH D  |  B IY  | ,The thing that should be.,The thing that should be.,743.27,89,6
IH F  |  Y UW  |  AA R  |  K AH N F ER S T  |  DH AE T  |  IH T  |  IH Z  |  DH AH  |  R AY T  |  CH OY S  | ,If you are convinced that it is the right choice.,If you are convinced that it is the right choice.,791.95,119,11
B IH K AO Z  |  DH AE T S  |  P R AH F AH K L IY  |  K L IY N  | ,Because that's perfectly clean.,Because that's perfectly clean.,839.93,95,5
M EY K  |  HH IH M  |  F IY L  |  L AY K  |  HH IY  |  W AA Z AH N T  |  W AO N T IH D  | ,Make him feel like he wasn't wanted.,Make him feel like he wasn't wanted.,796.3,109,8
W IY  |  D IH S AY D IH D  |  T UW  |  S T EY  | ,We decided to stay.,We decided to stay.,716.57,87,5
D IH D  |  Y UW  |  HH AE V  |  T UW  |  D UW  |  DH AE T  | ,Did you have to do that?,Did you have to do that?,706.84,93,7
AY  |  R IH L IY  |  EH N JH OY  |  DH AE T  |  T IY M  | ,I really enjoy that team.,I really enjoy that team.,683.59,94,6
AY  |  K AE N T  |  TH IH NG K  |  AH V  |  IH Z  |  N EY M  |  N AW  | ,I can't think of his name now.,I can't think of his name now.,863.24,99,8
IH N  |  F AE K T  |  DH AH  |  F ER S T  |  HH IY R  |  W IY  |  W ER  |  M EH R IY D  | ,In fact the first year we were married.,In fact the first year we were married.,838.36,111,9
AY V  |  G AA T  |  AH  |  T UW  |  Y IH R  |  OW L D  | ,I've got a two year old.,I've got a two year old.,767.15,92,7
DH AE T S  |  W AH T  |  DH AH  |  D IH F ER AH N T  |  T AY P S  |  AA R  | ,That's what the different types are.,That's what the different types are.,874.42,100,7
W EH N  |  AY  |  K EY M  |  B AE K  |  HH IY R  | ,When I came back here.,When I came back here.,762.34,89,6
B IH K AO Z  |  SH IY  |  M EY K S  |  K L OW DH Z  | ,Because she makes clothes.,Because she makes clothes.,954.34,89,5
AY  |  D OW N T  |  W AO D ER  |  DH EH M  |  AO R  |  EH N IY TH IH NG  | ,I don't bother them or anything.,I don't water them or anything.,920.38,99,7
AY  |  D IH D  |  W EH L  |  IH N  |  S K UW L  | ,I did well in school.,I did well in school.,818.57,88,6
AH  |  P R AH D IH SH ER  |  AH V  |  M UW V IY Z  |  IH N  |  P AA K T AH M AO R  |  K AO L D  | ,A producer of movies in Baltimore called.,A producer of movies in Baltimore called.,1751.79,111,8
B AA B IY K EY Z  |  AH N D  |  M AE S IH K AH N  |  F UW D  | ,Barbecues and Mexican food.,Barbecues and Mexican food.,842.7,93,7
K AH N K AE K Y AH L UW SH AH N Z  |  AA N  |  DH AE T  | ,Concoctions on that.,Congratulations on that.,736.47,88,6
IH K S P EH SH L IY  |  N AA T  |  IH N  |  S AH M  |  AH V  |  DH IY Z  |  B IH G  |  S IH T IY Z  | ,Especially not in some of these big cities.,Especially not in some of these big cities.,849.56,116,9
AY  |  HH AE V  |  M AY  |  OW N  |  P AA L AH S IY  |  AA N  |  F R IY L AA T IH S  | ,I have my own policy on free lunches.,I have my own policy on freeloaders.,752.81,107,9
S K L OW K AH L  |  AH P  |  T UW  |  Y UW  | ,Local up to you.,Snuggle up to you.,733.91,85,5
AY  |  D OW N T  |  N OW  |  IH F  |  Y UW V  |  HH ER D  |  AH V  |  HH ER  | ,I don't know if you've heard of her.,I don't know if you've heard of her.,778.83,103,9
B AH T  |  B R IH NG IH NG  |  DH AH  |  P R AA R T IY  |  T AH G EH DH ER  |  W IH L  |  B IY  |  IY Z IY ER  |  S EH D  |  DH AE N  |  D AH N  | ,But bringing the party together will be easier said than done.,But bringing the party together will be easier said than done.,701.62,138,12
AY  |  HH AE V  |  S IY N  |  S OW  |  M EH N IY  |  HH UW  |  N OW  |  DH AE T  |  G AA R D  |  AE Z  |  N AA T  |  G IH V AH N  |  AH S  |  AH  |  S P IH R IY AH T  |  AH V  |  F IH R  | ,I have seen so many who know that God has not given us a spirit of fear.,I have seen so many who know that God has not given us a spirit of fear.,799.27,163,18
