sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2023.08.25_b1_t16,HH EH L P S  |  DH EH M  |  AH N D ER S T AE N D  |  DH AH  |  W ER L,Helps them understand the world,Helps them understand the world.,898.86,93,9
t15.2023.08.25_b1_t17,AY  |  D UW  |  S T AA D IY  |  W AH T S  |  G OW IH NG  |  AA N  |  IH N  |  DH AH  |  AH K AA N AH M IY  | ,I do study what's going on in the economy.,I do study what's going on in the economy.,898.99,117,13
t15.2023.08.25_b1_t18,AY  |  L AY K  |  DH AE T  |  DH EY  |  R AH N  |  T EH T S,I like that they run tests,I like that they run tense.,944.04,90,9
t15.2023.08.25_b1_t19,JH AH S T  |  L AY K  |  HH AW  |  Y UW  |  S EH D  |  M AY  |  F AA DH ER  |  W AY,Just like how you said my father why,Just like how you said my father was.,878.8,103,11
t15.2023.08.25_b1_t20,Y AO R  |  G OW IH NG  |  T UW  |  G EH T  |  IH,You're going to get it,You're going to get it.,927.55,84,8
t15.2023.08.25_b1_t21,G AY D AH N D  |  B AY  |  V ER S AH Z  | ,Guided by versus,Guided by voices.,783.38,81,7
t15.2023.08.25_b1_t22,W EH N  |  W AA Z  |  DH AH  |  L AE S T  |  T AY M  |  W IY  |  M EH ZH ER N D  |  Y UW  | ,When was the last time we measured you,When was the last time we measured you?,1590.29,110,11
t15.2023.08.25_b1_t23,AY  |  W AO D AH N T  |  HH IH M  |  T UW  |  W EH N  |  B EH S T  |  AE K T ER  |  AA N  |  T AA P  |  AH V  |  IH T,I wouldn't him to when best actor on top of it,I wanted him to win best actor on top of it.,939.82,121,14
t15.2023.08.25_b1_t24,AY  |  HH ER D  |  DH IH S  |  AA N  |  AH  |  F R IY N CH AH N  |  P R OW G R AE M  | ,I heard this on a free-nature program,I heard this on a Christian program.,814.21,105,12
t15.2023.08.27_b1_t0,Y UW  |  L UH K  |  D AW N  |  AE T  |  Y AO R  |  OW M,You look down at your home,You look down at your arm.,638.7,89,9
t15.2023.08.27_b1_t1,DH AH  |  P ER M IH T IY  |  T R AY EY T L,"The permit it, try it all",The Bermuda Triangle.,896.79,80,10
t15.2023.08.27_b1_t2,HH IY Z  |  DH AE N  |  M EH S  |  OW L D  | ,He’s the mess old,He's nine months old.,839.67,84,8
t15.2023.08.27_b1_t3,IH T  |  IH Z  |  L AY K  |  AH  |  K AH N T R IY,It is like a country,It is like a country.,1345.11,86,8
t15.2023.08.27_b1_t4,AH  |  M EY L  |  P R AH F EH SH AH,A male professor,A male profession.,787.54,76,6
t15.2023.08.27_b1_t5,DH AH  |  L IH T AH S  |  K L IY P  |  IH N S AY D,The lettuce clip inside,The islanders sleep inside.,969.35,85,7
t15.2023.08.27_b1_t6,DH EY  |  AA R  |  DH AH  |  D IH T R OY T  |  T EH L AH,They are the Detroit teller,They are the Detroit delegates.,1059.51,88,8
t15.2023.08.27_b1_t7,DH EY  |  HH AE V  |  K UW P ER Z,They have Coopers,They have coupons.,817.26,75,7
t15.2023.08.27_b1_t8,AY  |  G EH T  |  B IH DH AH  |  K AE N,I get bit of a can,I can't believe they can.,802.01,79,9
t15.2023.08.27_b1_t9,Y UW  |  JH AH S T  |  HH AE V  |  T UW  |  K IY P  |  B AY IH NG  |  DH EH M,You just have to keep buying them,You just have to keep buying them.,905.81,100,10
t15.2023.08.27_b1_t10,IH N  |  AH  |  N UW  |  HH AW S  |  EH V R IY TH IH NG  |  IH Z  |  W AH T,In a new house everything is what,In a new house everything is white.,1498.64,98,10
t15.2023.08.27_b1_t11,IY Z AH S T  |  W EY  |  AW T  |  M EY B IY,Is this the way out maybe,Easiest way out maybe.,869.9,83,9
t15.2023.08.27_b1_t12,DH AE T  |  W IH L  |  HH AE V  |  S AH M  |  AW ER  |  P R AA B L AH M,That will have some our problem,That will help solve our problems.,830.22,95,9
t15.2023.08.27_b1_t13,W AH T  |  K AY N D  |  AH V  |  TH IH NG Z  |  D UW  |  Y UW  |  TH IH NG K  |  K AE N  |  B IY  |  D AH N  | ,What kind of things do you think can be done?,What kind of things do you think can be done.,989.91,119,14
t15.2023.08.27_b1_t14,AY  |  T R AY  |  T UW  |  M EY K  |  SH UH R  | ,I try to make sure,I try to make sure.,764.15,86,8
t15.2023.08.27_b1_t15,DH EH R  |  AA R  |  AO L S OW  |  DH IH S  |  V EH R IY AH S  |  D IH S K L OW ZH,There are also this various disclose,There are also these various disclosures.,1035.53,101,9
t15.2023.08.27_b1_t16,EH N JH OY  |  DH AH  |  AA L AH D IY Z,Enjoy the holidays,Enjoy the Holidays.,763.09,80,6
t15.2023.08.27_b1_t17,N OW  |  IY Z IY  |  CH OY S AH,No easy choice.,No easy choices.,999.57,77,7
t15.2023.08.27_b1_t18,D R AH NG K  |  T R AY V AH ER Z  |  K IH L  |  P IY P AH L  | ,Drunk drivers kill people,Drunk drivers kill people.,835.33,92,8
t15.2023.08.27_b1_t19,AA N  |  P R AH M EH SH AH N  |  AO R  |  B IH F AO L  |  AH N D  |  K IH D  |  S AH M W AH N  |  EH,On permission or before and kid someone eh,On probation or parole and killed someone else.,902.61,110,11
t15.2023.08.27_b1_t20,DH IH S  |  B R IH NG Z  |  M IY  |  T UW  |  DH AH  |  N EH K S T  |  P OY N T  | ,This brings me to the next point.,This brings me to the next point.,854.53,105,11
t15.2023.08.27_b1_t21,AY  |  D OW N T  |  TH IH NG K  |  DH EH R  |  IH N  |  AH  |  K AH N S P IH R AH S,I don't think there in a conspiracy,I don't think they're in a conspiracy.,1071.29,101,10
t15.2023.08.27_b1_t22,AH  |  M IH L AH N  |  D AA L ER S  |  AH N Y AH  | ,A million dollars on you,A million dollars a year.,859.79,86,8
t15.2023.08.27_b1_t23,D R AH S  |  T R AE P S  |  B IH JH IH T  |  IH Z  |  JH AH S T  |  AH  |  P R AH P EH DH ER  |  AE T  |  DH IH S  |  P OY N T,Dress traps bijit is just a propether at this point,Trump's budget is just a proposal at this point.,1100.37,126,15
t15.2023.08.27_b1_t24,W IY V  |  HH AE D  |  W AH N  |  AE Z  |  L AO NG  |  AE Z  |  AY  |  K AE N  |  R IH M EH M B ER,We've had one as long as I can remember,We've had one as long as I can remember.,1049.73,111,12
t15.2023.09.01_b8_t0,HH AW EH V ER  |  DH EH R  |  IH Z  |  W AH N  |  K IY  |  P OY N T  |  T UW  |  K IY P  |  IH N  |  M AY N D  | ,However there is one key point to keep in mind.,"However, there is one key point to keep in mind.",1201.64,122,14
t15.2023.09.01_b8_t1,IH T S  |  W ER K IH NG  |  AH P  |  T UW  |  AH  |  Y IH R  |  N AW  | ,It's working up to a year now.,It's working up to a year now.,797.92,98,11
t15.2023.09.01_b8_t2,AH  |  HH AW S  |  F UH L  |  AH V  |  S T N OW  | ,A house full of snow,A house full of snow.,1278.44,87,8
t15.2023.09.01_b8_t3,AO L  |  DH OW Z  |  Y UH R AH P IY AH N T  |  K AH N T R IY Z  | ,All those European countries,All those European countries.,820.24,94,7
t15.2023.09.01_b8_t4,AO L  |  AH V  |  DH OW Z  |  TH IH NG Z  |  DH AE T  |  W AH N  |  T AH Z  |  W IH DH  |  K IH D Z  | ,All of those things that want us with kids,All of those things that one does with kids.,1036.25,113,12
t15.2023.09.01_b8_t5,DH AE T  |  AA R AH T  |  G EH T IH NG  |  T AA T  |  AE T  |  HH OW M  | ,That are getting taught at home,That aren't getting taught at home.,1104.66,97,9
t15.2023.09.01_b8_t6,DH AE T S  |  W AH T  |  DH EY  |  S EH D  | ,That's what they said,That's what they said.,772.22,83,7
t15.2023.09.01_b8_t7,T AE S  |  Y IH R  |  AH V  |  EY T IY  |  W AH N  | ,That's your other 81,Tax year of eighty one.,891.89,89,8
t15.2023.09.01_b8_t8,DH AE T S  |  AH  |  B IH G  |  K AH N S ER N  |  IH F  |  Y UW  |  L AY V  |  DH EH R  | ,That's a big concern if you live there.,That's a big concern if you live there.,930.84,107,12
t15.2023.09.01_b8_t9,S OW  |  DH AH  |  T EH K T ER  |  IH L EH K T AH D  |  T UW  |  HH AE V  |  HH ER  | ,So the doctor elected to have her,So the doctor elected to have her.,747.75,103,10
t15.2023.09.01_b8_t10,D IH D  |  DH EY  |  M EY L  |  DH AE T  |  T UW  |  Y UW  | ,Did they mail that to you?,Did they mail that to you?,920.53,92,10
t15.2023.09.01_b8_t11,T IY M  |  W UH D  |  L AY K  |  T UW  |  T EY K  |  AA N  |  AH DH ER  |  ZH AA R W AH S  | ,Team would like to take on other genres,Tim would like to take on other genres.,894.81,110,11
t15.2023.09.01_b8_t12,K AE N T  |  G IH V  |  AH P  |  AA N  |  IH T  | ,Can't give up on it,Can't give up on it.,896.28,87,8
t15.2023.09.01_b8_t13,TH R UW  |  DH AH  |  N UW Z P EY P ER  |  R IH V UW V Z  | ,Through the newspaper reviews,Through the newspaper reviews.,878.9,89,7
t15.2023.09.01_b8_t14,W IY  |  SH UH D  |  S IY  |  T UW  |  AW ER  |  OW N  |  L AY F  | ,We should see to our own life,We should see to our own lives.,1016.04,98,10
t15.2023.09.01_b8_t15,W AH T  |  HH AE V  |  Y UW  |  S IY N  | ,What have you seen,What have you seen?,1071.26,83,7
t15.2023.09.01_b8_t16,W AH T  |  D UW  |  Y UW  |  L AY K  |  T UW  |  D UW  |  DH IH S  |  T AY M  |  AH V  |  Y IH R  | ,What do you like to do this time of year?,What do you like to do this time of year.,983.35,114,14
t15.2023.09.01_b8_t17,SH IY  |  D IH D AH N T  |  AH N AW N S  |  DH AE T  |  T UW  |  Y UW  | ,She didn't announce that to you,She didn't announce that to you.,914.4,98,9
t15.2023.09.01_b8_t18,AY  |  N EH V ER  |  IY V IH N  |  N UW  |  DH AE T  | ,I never even knew that,I never even knew that.,1094.0,89,8
t15.2023.09.01_b8_t19,DH EH R  |  W AA Z  |  W AH N  |  AH DH ER  |  P ER S AH N  |  M ER S AY D Z  |  M AY S EH L F,There was one other person besides myself,There was one other person besides myself.,916.27,106,10
t15.2023.09.01_b8_t20,Y UW  |  D OW N T  |  HH AE V  |  T UW  |  HH AY D  |  IH T  |  IY DH ER  | ,You don't have to hide it either.,You don't have to hide it either.,1306.62,100,11
t15.2023.09.01_b8_t22,N UW  |  Y UW  |  K AE N T  |  G EH T  |  AO L  |  AH V  |  AH S  | ,New you can't get all of us,You can't get all of us.,1277.09,97,10
t15.2023.09.01_b8_t23,AY  |  TH IH NG K  |  DH AH  |  N UW Z M AH N T  | ,I think the news meant,I think the newsmen.,792.46,85,8
t15.2023.09.01_b8_t24,DH AE T S  |  IH N D ER S AE N D AH B AH L  | ,That's understandable.,That's understandable.,929.54,81,6
t15.2023.09.01_b9_t0,W IY  |  S IY  |  DH EH M  |  AE T  |  L IY S T  |  W AH N S  |  AH  |  W IY K  | ,We see them at least once a week.,We see them at least once a week.,1286.8,108,12
t15.2023.09.01_b9_t1,DH AE T  |  W AA Z  |  AH  |  SH ER K ER  |  T UW  |  M IY  | ,That was a shirker to me,That was a shocker to me.,1372.53,93,10
t15.2023.09.01_b9_t2,IH T  |  K EY M  |  AW T  |  AY  |  G EH S  |  AH B AW T  |  AH  |  M AH N TH  | ,It came out I guess about a month,It came out I guess about a month.,900.7,103,11
t15.2023.09.01_b9_t3,AY  |  S AO  |  AO L  |  S EH V AH N  |  G EY M Z  |  AH V  |  DH AE T  | ,I saw all seven games of that,I saw all seven games of that.,836.11,99,10
t15.2023.09.01_b9_t4,DH AH  |  D IH S IH ZH AH N  |  W AA Z  |  N AA T  |  IY V IH N  |  K L OW S  | ,The decision was not even close,The decision was not even close.,1185.22,102,9
t15.2023.09.01_b9_t5,W IY  |  AO L W EY Z  |  S IY M  |  T UW  | ,We always seem to,We always seem to.,940.69,85,7
t15.2023.09.01_b9_t6,DH AH  |  HH AW S  |  P EY M AH N T  | ,The house payment,The house payment.,846.33,79,6
t15.2023.09.01_b9_t7,T EH T AH K AH L  |  D IH S IH ZH AH N  | ,Tentacle decision,Tactical decision.,1012.96,80,6
t15.2023.09.01_b9_t8,DH AE T S  |  W AH T S  |  HH AE P AH N IY  |  HH IY R  | ,That's what's happening here.,That's what's happening here.,750.41,90,8
t15.2023.09.01_b9_t9,DH EY  |  HH AE V  |  AH  |  L AA T  |  AH V  |  K AE T AH L  |  IH N  |  DH AH  |  EH R IY AH  | ,They have a lot of cattle in the area,They have a lot of cattle in the area.,818.3,111,12
t15.2023.09.01_b9_t10,DH AE T S  |  W AH N  |  AH V  |  DH AH  |  B IH G AH S T  |  W AH N Z  |  AY V  |  S IY N  | ,That's one of the biggest ones I've seen.,That's one of the biggest ones I've seen.,870.54,110,12
t15.2023.09.01_b9_t11,M AY  |  N EY M  |  IH Z  |  P AE T  |  CH AH N S AH N  |  AH N D  |  AY  |  L AY V  |  IH N  |  T EH K S AH S  | ,My name is Pat Johnson and I live in Texas.,My name is Pat Johnson and I live in Texas.,942.39,120,14
t15.2023.09.01_b9_t12,DH EY  |  K AE N  |  IH F  |  DH EY  |  W AA N T  |  T UW  | ,They can if they want to,They can if they want to.,875.35,92,9
t15.2023.09.01_b9_t13,AH  |  AH  |  L IH B ER AH L  |  AA R T S  |  S K UW L  | ,A a liberal arts school,A liberal arts school.,979.36,90,8
t15.2023.09.01_b9_t14,IH N  |  DH AH  |  HH Y UW S T AH N  |  EH R IY AH  | ,In the Houston area,In the Houston area.,829.99,87,7
t15.2023.09.01_b9_t15,W AH T  |  K AY N D  |  AH V  |  P AH P IY  |  Y UW  |  G AA T  | ,What kind of puppy you got,What kind of puppy you got?,1263.54,96,9
t15.2023.09.01_b9_t16,Y UW  |  AE K CH UW AH L IY  |  HH AE D  |  T W EH N T IH D  |  IH T  |  Y ER S EH L F  | ,You actually had twentied it yourself,You actually hand quilted it yourself.,861.6,105,11
t15.2023.09.01_b9_t17,G AA T  |  IH N T UW  |  IH T  |  W EH N  |  AY  |  W AA Z  |  Y AH NG  | ,Got into it when I was young,Got into it when I was young.,948.81,99,10
t15.2023.09.01_b9_t18,IH T S  |  D IH P R EH S IH NG  |  T UW  | ,It's depressing too,It's depressing too.,839.81,81,6
t15.2023.09.01_b9_t19,DH EY  |  L AY V  |  W IH DH  |  AH S  | ,They live with us,They live with us.,926.12,81,7
t15.2023.09.01_b9_t20,HH IY Z  |  JH AH S T  |  G UW V IH NG  |  AO F  |  L AY K  |  HH IY  |  AO L W EY Z  |  HH AE Z  | ,He's just grooving off like he always has,He's just goofing off like he always has.,874.03,113,12
t15.2023.09.01_b9_t21,IH T S  |  N AH TH IH NG  |  L AY K  |  W AH T  |  IH T  |  Y UW Z D  |  T UW  |  B IY  | ,It's nothing like what it used to be,It's nothing like what it used to be.,972.64,108,11
t15.2023.09.01_b9_t22,W IY  |  T R AY  |  T UW  |  D UW  |  W AH N  |  TH IH NG  |  W AH N S  |  AH  |  Y IH R  | ,We try to do one thing once a year.,We try to do one thing once a year.,995.55,110,13
t15.2023.09.01_b9_t23,Y UW  |  K AE N  |  K AH M  |  AH N D  |  G OW  |  HH AE Z  |  Y UW  |  P L EY S  | ,You can come and go as you please.,You can come and go as you please.,1064.72,105,12
t15.2023.09.01_b9_t24,Y UW  |  JH AH S T  |  K AO L  |  HH IH M  |  D ER EH K T  | ,You just call him direct.,You just call him direct.,1078.45,92,9
t15.2023.09.03_b8_t0,OW N IH NG  |  AA N  |  DH EH M  |  AE N  |  M EY K IH NG  |  P EY M AH N S  |  AA N  |  DH EH M  | ,Owning on them and making payments on them,Owning on them and making payments on them.,1002.1,110,12
t15.2023.09.03_b8_t1,Y UW  |  K AE N  |  HH AE V  |  AH  |  V ER AY AH T IY  | ,You can have a variety.,You can have a variety.,865.47,90,9
t15.2023.09.03_b8_t2,Y UW  |  HH AE V  |  T UW  |  F L AY  |  TH R UW  | ,You have to fly through,You have to fly through.,769.55,87,8
t15.2023.09.03_b8_t3,JH AH S T  |  DH AH  |  K R EH K AH N ER  |  CH EY N AH,Just the Kraken are China,Just the regular channel.,891.4,86,8
t15.2023.09.03_b8_t4,HH IY  |  P L EY G Z  |  P R IH T IY  |  F R EH G Y AH L ER L IY,He plays pretty regularly,He plays pretty regularly.,1574.68,93,7
t15.2023.09.03_b8_t5,Y UW  |  D OW N T  |  F IY L  |  S UW P ER  |  K OW L D  | ,You don't feel super cold.,You don't feel super cold.,896.94,92,9
t15.2023.09.03_b8_t6,W AH T  |  AA R  |  DH AH  |  P R AA M AH M Z  |  W IH DH  |  P AA B L IH K  |  EH N JH AH K EY SH AH N  | ,What are the problems with public education,What are the problems with public education?,1022.95,113,10
t15.2023.09.03_b8_t7,HH UW  |  W EH L  |  N OW  |  P OY N T  |  IH N  |  P L EY L IY  |  AA N  |  DH AH  |  P AE S T  | ,Who will know point in playly on the past,"Oh well, no point in dwelling on the past.",895.31,114,13
t15.2023.09.03_b8_t8,Y UW  |  HH AE V  |  T UW  |  P EY  |  DH AH  |  IH N T AH R EH S T  | ,You have to pay the interest,You have to pay the interest.,899.39,96,9
t15.2023.09.03_b8_t9,AY M  |  OW L D  |  V AE SH AH N JH D  | ,I’m old-fashioned.,I'm old fashioned.,854.91,81,8
t15.2023.09.03_b8_t10,IH T S  |  JH AH S T  |  AH  |  M EH T ER  |  AH V  |  P AE S IH NG  |  DH AH  |  L AO  | ,It’s just a matter of passing the law.,It's just a matter of passing the law.,808.79,107,13
t15.2023.09.03_b8_t11,Y UW  |  AA L IH T IY  |  D IH P AA R T IH  | ,You all itty departed,Zoology department.,812.49,83,8
t15.2023.09.03_b8_t12,N AA T  |  DH AE T  |  SH IY  |  W IH L  |  R IH M EH M B ER  |  DH EH M  | ,Not that she will remember them,Not that she will remember them.,829.18,99,9
t15.2023.09.03_b8_t13,IH T  |  D IH D AH N  |  M AE T ER  | ,It didn't matter.,It didn't matter.,844.18,79,7
t15.2023.09.03_b8_t14,DH AE T S  |  S T IH L  |  N AA T  |  IH N AH F S  |  F AO R  |  AH  |  T OW T AH L  | ,That's still not enoughs for a total,That's still not enough for a total.,1046.31,105,11
t15.2023.09.03_b8_t15,AY M  |  N AA T  |  S IY IH NG  |  DH AE T  |  DH EY  |  W ER  | ,I'm not seeing that they were,I'm not saying that they were.,728.9,94,9
t15.2023.09.03_b8_t16,P EY  |  AE N  |  IH K S AE K CH AH D  |  AH N D  |  Y UW  |  N OW  | ,Pay an exacted and you know,Pay and exhaustion and you know.,843.68,96,10
t15.2023.09.03_b8_t17,AO L  |  M AY  |  AE N S  |  AH N D  |  AH L K ER Z,All my aunts and uncles,All my aunts and uncles.,887.44,86,10
t15.2023.09.03_b8_t18,AH  |  R EH S CH AH AA  |  DH AE T  |  EH M P L OY Z  |  M AE N ER AH T IY,A researcher that employs mannerity,A restaurant that employs minorities.,1016.22,96,9
t15.2023.09.03_b8_t19,IH T S  |  JH AH S T  |  W AH N  |  S T AO R IY  | ,It's just one story,It's just one story.,768.99,88,7
t15.2023.09.03_b8_t20,DH EH R  |  W AA Z  |  W AH N  |  P OY N T  |  AY  |  W AA Z  |  G OW IH NG  |  T UW  |  M EY K  | ,There was one point I was going to make,There was one point I was going to make.,815.97,113,12
t15.2023.09.03_b8_t21,AY  |  HH AE V  |  F AO R  |  IH N D ER S IY  |  W EH N  |  AY  |  AY  |  IH N SH AH S T AH S IY  | ,I have four in the sea when I I injustice to see,I have more energy when I exercise.,1064.07,112,15
t15.2023.09.03_b8_t22,P R AA B AH B IY  |  S EH V AH T IY  | ,Probably seventy,Probably seventies.,1213.36,80,5
t15.2023.09.03_b8_t23,DH AH  |  K AA R D  |  IH Z  |  Y EH T  |  T UW  |  M EY K  |  IH T Z  |  D IH S IH ZH AH N  |  P AH B L IH K  | ,The card is yet to make its decision public.,The court is yet to make its decision public.,1048.75,119,13
t15.2023.09.03_b8_t24,HH IY Z  |  N AA T  |  DH AE T  |  OW L D  | ,He's not that old,He's not that old.,917.73,84,7
t15.2023.09.03_b9_t0,HH IY Z  |  AE N  |  IH N D AO R  |  K AE T  | ,He’s an indoor cat,He's an indoor cat.,836.54,85,8
t15.2023.09.03_b9_t1,IH T S  |  AH  |  N AH B EH R  | ,It's a number,It's a nightmare.,863.03,77,6
t15.2023.09.03_b9_t2,DH AE T  |  K AY N D  |  AH V  |  TH R UW  |  DH EH M  |  AH V  | ,That kind of threw them off,That kind of threw them off.,936.53,94,9
t15.2023.09.03_b9_t3,AY M  |  M OW S T L IY  |  DH AH  |  IY Z IY  |  K UH K ER  | ,I'm mostly the easy cooker,I'm mostly the easy cooker.,1378.26,94,8
t15.2023.09.03_b9_t4,IH T S  |  N AA T  |  EH N IY TH IH NG  |  L AY K  |  K AH N Z AH Z  | ,It's not anything like Kansas.,It's not anything like Kansas.,904.06,96,9
t15.2023.09.03_b9_t5,W IY R  |  W IH TH IH N  |  W AO K IH NG  |  D IH S T AH Z  | ,We’re within walking distance.,We're within walking distance.,906.5,91,9
t15.2023.09.03_b9_t6,AY  |  D OW N T  |  K EH R  |  F AO R  |  DH AE T  |  AE T  |  AO L  | ,I don't care for that at all.,I don't care for that at all.,786.56,98,11
t15.2023.09.03_b9_t7,DH AE T S  |  AH  |  P R IH V AH S  |  T IH N ER EY SH AH N  | ,That's a previous generation,That's a previous generation.,755.73,90,7
t15.2023.09.03_b9_t8,AY  |  G EH T  |  G R EY T  |  D IH S T AH Z  |  EH T IH NG  |  IH T  | ,I get great distaste eating it,I get great distance hitting it.,956.66,97,10
t15.2023.09.24_b8_t0,DH AH  |  K IH D Z  |  L AY K  |  T  |  T UW  |  G OW  | ,The kids like to go,The kids like to go out.,1203.88,91,8
t15.2023.09.24_b8_t1,AY  |  K AY N  |  IH T  |  R AY T  |  AE F T ER  |  HH AY  |  S K UW L  | ,I kind of eat right after high school,I got it right after high school.,1000.77,99,11
